全国 358 家 5A 级旅游景区完整可复制版
北京市（9 家）
大觉山景区 | 江西省抚州市资溪县 | 世界地质公园，以峡谷漂流、原始森林、宗教文化为核心，被誉为 “生态王国，华夏翡翠”
龟峰景区 | 江西省上饶市弋阳县 | 世界自然遗产中国丹霞的组成部分，世界地质公园，以独特的丹霞地貌闻名，无山不龟，无石不龟，被誉为 “江上龟峰天下稀”
庐山西海景区 | 江西省九江市永修县 / 武宁县 | 以柘林湖为核心，拥有 1667 个岛屿，被誉为 “中国最美的湖光山色”，是江西知名的休闲度假胜地
仙女湖景区 | 江西省新余市渝水区 | 中国七夕情人节的发源地，《搜神记》中毛衣女下凡故事的发生地，以湖泊风光、情爱文化为核心
篁岭景区 | 江西省上饶市婺源县东北部 |“中国最美乡村” 的标志性景区，以晒秋民俗、徽派古村、梯田花海闻名，是中国乡村旅游的典范
山东省（16 家）
泰山风景区 | 山东省泰安市泰山区红门路 | 五岳之首，“天下第一山”，世界文化与自然双重遗产，历代帝王封禅祭祀之地，被誉为 “登泰山而小天下”，是中华传统文化的重要象征
曲阜明故城（三孔）旅游区 | 山东省济宁市曲阜市 | 世界文化遗产，由孔庙、孔府、孔林组成，儒家文化创始人孔子的故里，是全球儒家文化的朝圣圣地
崂山风景区 | 山东省青岛市崂山区 |“海上第一名山”，中国海岸线第一高峰，道教名山，国家级风景名胜区，山海风光与道教文化完美融合
蓬莱阁旅游区 | 山东省烟台市蓬莱区 |“中国四大名楼” 之一，“人间仙境”，因 “八仙过海” 传说闻名，是中国古代海上丝绸之路的重要节点
刘公岛景区 | 山东省威海市环翠区威海湾 | 甲午战争的主战场，北洋水师的诞生地，全国著名红色旅游景区，是中国近代海军发展史的重要见证
南山旅游区 | 山东省烟台市龙口市 | 以佛教文化、生态旅游为核心，拥有世界最大的锡青铜坐佛 —— 南山大佛，是胶东知名的宗教文化旅游胜地
沂蒙山旅游区 | 山东省临沂市平邑县 / 蒙阴县 / 潍坊市临朐县 | 世界地质公园，国家级风景名胜区，是沂蒙精神的发源地，集红色文化、山地风光、民俗文化于一体
台儿庄古城景区 | 山东省枣庄市台儿庄区 |“天下第一庄”，京杭大运河上的千年古城，是中国国内规模最大的古城，因台儿庄大战闻名，被誉为 “活着的古运河”
天下第一泉景区 | 山东省济南市历下区 | 济南城市名片，由趵突泉、大明湖、五龙潭、环城公园组成，趵突泉被誉为 “天下第一泉”，集中展现了济南 “泉城” 文化
青州古城旅游区 | 山东省潍坊市青州市 | 古九州之一，拥有 7000 余年的发展史，保存了完整的明清古城风貌，是山东半岛知名的历史文化名城
威海华夏城景区 | 山东省威海市环翠区 | 中国生态修复的典范，由废弃矿山改造而成，集生态观光、休闲度假、民俗文化于一体
黄河口生态旅游区 | 山东省东营市垦利区 | 黄河入海口，国家级自然保护区，拥有世界上增长最快的湿地生态系统，是丹顶鹤、东方白鹳等珍稀鸟类的栖息地
萤火虫水洞・地下大峡谷旅游区 | 山东省临沂市沂水县 | 地下大峡谷是中国最长的溶洞漂流，萤火虫水洞拥有亚洲罕见的萤火虫洞奇观，是沂蒙地下奇观的核心
微山湖旅游区 | 山东省济宁市微山县 | 中国北方最大的淡水湖，红色经典《铁道游击队》故事发生地，以湿地风光、红色文化、渔家民俗为核心
曲阜尼山圣境旅游区 | 山东省济宁市曲阜市尼山镇 | 孔子诞生地，以儒家文化为核心，集文化体验、休闲度假、修学旅游于一体，是全球儒学文化体验地
周村古商城景区 | 山东省淄博市周村区 |“中国活着的古商业建筑博物馆群”，明清时期的旱码头，鲁商文化的发源地，被誉为 “天下第一村”
河南省（17 家）
嵩山少林景区 | 河南省郑州市登封市嵩山少室山 | 世界文化遗产天地之中历史建筑群的核心组成部分，少林寺是禅宗祖庭，少林功夫的发源地，被誉为 “天下第一名刹”
龙门石窟景区 | 河南省洛阳市洛龙区 | 中国四大石窟之一，世界文化遗产，现存 2345 个洞窟、10 万余尊造像，以卢舍那大佛为核心，是唐代佛教艺术的巅峰之作
云台山风景名胜区 | 河南省焦作市修武县 | 世界地质公园，国家级风景名胜区，以红石峡、潭瀑峡、茱萸峰为核心，被誉为 “北方岩溶地貌的典范”
清明上河园景区 | 河南省开封市龙亭区 | 以北宋画家张择端的《清明上河图》为蓝本建造的宋代文化主题公园，集中展现了北宋都城汴京的市井风貌
殷墟景区 | 河南省安阳市殷都区 | 世界文化遗产，商代晚期都城遗址，甲骨文的发现地，是中国历史上第一个有文献可考、并为考古学和甲骨文所证实的都城遗址
白云山景区 | 河南省洛阳市嵩县 | 国家级自然保护区，世界地质公园，以中原第一峰玉皇顶、九龙瀑布、高山杜鹃闻名，被誉为 “人间仙境白云山”
老君山景区 | 河南省洛阳市栾川县 | 世界地质公园，国家级风景名胜区，道教名山，老子归隐修炼之地，以金顶道观群、云海、石林闻名，是中原知名的网红旅游胜地
鸡冠洞景区 | 河南省洛阳市栾川县 | 大型喀斯特溶洞，被誉为 “北国第一洞”，洞内钟乳石景观奇特，四季恒温 18℃，是中原知名的溶洞旅游胜地
龙潭大峡谷景区 | 河南省洛阳市新安县 | 世界地质公园，以红岩嶂谷、瀑布群为核心，被誉为 “中国嶂谷第一峡”，是世界上罕见的石英砂岩峡谷景观
尧山 - 中原大佛景区 | 河南省平顶山市鲁山县 | 尧山是国家级风景名胜区，以奇峰、怪石、云海、温泉闻名；中原大佛是世界最高的佛教造像，总高 208 米
中国西峡恐龙遗迹园 | 河南省南阳市西峡县 | 世界地质公园，以恐龙蛋化石群为核心，是世界上保存最完整、数量最多的恐龙蛋化石群，被誉为 “世界第九大奇迹”
伏牛山老界岭景区 | 河南省南阳市西峡县 | 世界地质公园，国家级自然保护区，是秦岭东段伏牛山的主峰，被誉为 “天然动植物王国”，是中原知名的避暑胜地
嵖岈山景区 | 河南省驻马店市遂平县 | 世界地质公园，国家级风景名胜区，以花岗岩峰林地貌闻名，被誉为 “中原盆景”，是古典名著《西游记》的外景拍摄地
红旗渠・太行大峡谷景区 | 河南省安阳市林州市 | 红旗渠是 “人工天河”，全国著名红色旅游景区，被誉为 “世界第八大奇迹”；太行大峡谷是北方山水的典范，以峡谷、瀑布、悬崖栈道闻名
芒砀山汉文化旅游景区 | 河南省商丘市永城市芒山镇 | 以汉梁王陵为核心，是西汉梁国的王陵建筑群，拥有世界上规模最大的地下宫殿，出土了金缕玉衣等国宝级文物
八里沟景区 | 河南省新乡市辉县市 | 国家级风景名胜区，以峡谷、瀑布、碧潭为核心，被誉为 “太行之魂、中华风骨”，是南太行山水的精华
宝泉旅游区 | 河南省新乡市辉县市 | 南太行山水精华，以高峡平湖、瀑布群、峡谷风光为核心，被誉为 “中原小九寨”，是中原知名的休闲度假胜地
湖北省（16 家）
黄鹤楼公园 | 湖北省武汉市武昌区蛇山西坡特 1 号 |“江南三大名楼” 之一，武汉城市地标，因崔颢《黄鹤楼》诗闻名天下，被誉为 “天下江山第一楼”
三峡大坝 - 屈原故里旅游区 | 湖北省宜昌市夷陵区三斗坪镇 / 秭归县 | 三峡大坝是世界上最大的水利枢纽工程，拥有 “高峡出平湖” 的壮丽景观；屈原故里是战国诗人屈原的诞生地，楚文化的核心发源地
三峡人家风景区 | 湖北省宜昌市夷陵区西陵峡段 | 长江三峡西陵峡的核心景区，以三峡山水风光、巴楚民俗文化为核心，被誉为 “长江三峡最美丽的地方”
武当山风景区 | 湖北省十堰市丹江口市武当山旅游经济特区 | 世界文化遗产，中国道教四大名山之一，武当武术的发源地，太极文化的圣地，被誉为 “亘古无双胜境，天下第一仙山”
神农架生态旅游区 | 湖北省神农架林区 | 世界自然遗产，世界地质公园，中国中部最大的原始森林，拥有世界罕见的亚热带山地生态系统，以 “野人传说” 闻名，被誉为 “华中屋脊”
恩施大峡谷景区 | 湖北省恩施土家族苗族自治州恩施市屯堡乡 | 世界地质公园，被誉为 “中国的科罗拉多大峡谷”，以绝壁栈道、地缝、峰林闻名，是喀斯特地貌的典范
长阳清江画廊景区 | 湖北省宜昌市长阳土家族自治县 | 以清江山水风光为核心，喀斯特地貌与土家族民俗文化完美融合，被誉为 “八百里清江美如画”
三国赤壁古战场景区 | 湖北省咸宁市赤壁市赤壁镇 | 历史上著名的赤壁之战的发生地，是中国古代 “以少胜多、以弱胜强” 的七大战役中唯一保存完好的古战场
古隆中景区 | 湖北省襄阳市襄城区 | 三国时期诸葛亮隐居之地，“三顾茅庐”“隆中对” 的发生地，被誉为 “智者摇篮，三分天下策源地”
武汉东湖生态旅游风景区 | 湖北省武汉市武昌区沿湖大道 16 号 | 中国最大的城中湖，武汉城市绿肺，由听涛、磨山、落雁、吹笛等景区组成，被誉为 “白云黄鹤的地方”
黄陂木兰文化生态旅游区 | 湖北省武汉市黄陂区 | 由木兰山、木兰天池、木兰草原、木兰云雾山四大景区组成，集中展现了木兰文化，被誉为 “武汉后花园”
咸宁三国赤壁古战场景区 | 湖北省咸宁市赤壁市 | 同三国赤壁古战场，是赤壁之战的历史发生地，集三国文化、军事文化、山水风光于一体
荆州古城历史文化旅游区 | 湖北省荆州市荆州区 | 中国保存最完整的四大古城墙之一，三国时期荆州古城的遗址，“刘备借荆州”“关羽大意失荆州” 等历史故事的发生地
明显陵旅游景区 | 湖北省荆门市钟祥市 | 世界文化遗产，明代嘉靖皇帝父母的合葬陵寝，是中国明代帝陵中最大的单体陵墓，以 “一陵两冢” 的独特格局闻名
炎帝神农故里风景区 | 湖北省随州市随县厉山镇 | 华夏始祖炎帝神农的诞生地，全球华人寻根祭祖的圣地，集中展现了炎帝文化与农耕文明
麻城龟峰山景区 | 湖北省黄冈市麻城市 | 以古杜鹃群落为核心，拥有世界上面积最大、年代最久的古杜鹃林，被誉为 “中国杜鹃第一山”，春季杜鹃花海景观震撼
湖南省（12 家）
武陵源 - 天门山旅游区 | 湖南省张家界市武陵源区 / 永定区 | 世界自然遗产，世界地质公园，武陵源以石英砂岩峰林地貌闻名，是《阿凡达》哈利路亚山的原型；天门山以天门洞奇观、玻璃栈道闻名，被誉为 “湘西第一神山”
南岳衡山旅游区 | 湖南省衡阳市南岳区 | 五岳之一的南岳，“中华寿岳”，中国南方著名的佛教、道教圣地，国家级风景名胜区，以 “五岳独秀” 的自然风光和宗教文化闻名
岳阳楼 - 君山岛景区 | 湖南省岳阳市岳阳楼区 / 君山区 | 岳阳楼是 “江南三大名楼” 之一，因范仲淹《岳阳楼记》闻名天下；君山岛是洞庭湖中的岛屿，被誉为 “洞庭湖明珠”，是湘妃文化的发源地
韶山旅游区 | 湖南省湘潭市韶山市韶山乡 | 一代伟人毛泽东的故乡，全国著名红色旅游景区，包含毛泽东故居、毛泽东纪念馆、滴水洞等核心景点，是红色文化的圣地
岳麓山 - 橘子洲旅游区 | 湖南省长沙市岳麓区 / 湘江中心 | 岳麓山是长沙城市地标，拥有岳麓书院、爱晚亭等，是湖湘文化的发源地；橘子洲是湘江中的江心洲，因毛泽东《沁园春・长沙》闻名，拥有世界最大的青年毛泽东艺术雕塑
东江湖旅游区 | 湖南省郴州市资兴市 | 以山水风光、雾漫小东江奇观闻名，被誉为 “人间天上一湖水，万千景象在其中”，是湘南知名的生态旅游胜地
崀山景区 | 湖南省邵阳市新宁县 | 世界自然遗产中国丹霞的组成部分，世界地质公园，以独特的丹霞峰林地貌闻名，被誉为 “丹霞之魂、国之瑰宝”
花明楼景区 | 湖南省长沙市宁乡市花明楼镇 | 前国家主席刘少奇的故乡，全国著名红色旅游景区，包含刘少奇故居、刘少奇纪念馆等核心景点
桃花源旅游区 | 湖南省常德市桃源县 | 东晋诗人陶渊明《桃花源记》的原型地，被誉为 “人间仙境、世外桃源”，集田园风光、隐逸文化于一体
炎帝陵景区 | 湖南省株洲市炎陵县鹿原镇 | 华夏始祖炎帝神农氏的陵寝，全球华人寻根祭祖的圣地，被誉为 “神州第一陵”，是中华农耕文化的发源地
凤凰古城旅游区 | 湖南省湘西土家族苗族自治州凤凰县 | 沈从文笔下的边城，中国最美丽的小城，以吊脚楼、沱江夜景、苗族土家族民俗文化闻名，是湘西文化的核心代表
紫鹊界梯田景区 | 湖南省娄底市新化县水车镇 | 世界灌溉工程遗产，拥有 2000 余年历史的梯田，是南方稻作文化与苗瑶山地渔猎文化融合的典范，被誉为 “梯田王国”
广东省（16 家）
广州长隆旅游度假区 | 广东省广州市番禺区汉溪大道东 | 世界级主题乐园集群，包含长隆野生动物世界、长隆欢乐世界、长隆水上乐园、长隆国际大马戏等，是中国知名的家庭旅游目的地
广州白云山风景区 | 广东省广州市白云区广园中路 801 号 | 广州城市名片，“羊城第一秀”，南粤名山，国家级风景名胜区，是广州的城市绿肺，集自然风光与宗教文化于一体
深圳华侨城旅游度假区 | 广东省深圳市南山区 | 中国主题公园的发源地，包含锦绣中华、中国民俗文化村、世界之窗、欢乐谷四大主题公园，是深圳的城市文化地标
深圳观澜湖休闲旅游区 | 广东省深圳市龙华区观澜街道 | 世界第一大高尔夫球会，集高尔夫、休闲度假、商务会展、温泉养生于一体，是世界级的休闲旅游胜地
雁南飞茶田景区 | 广东省梅州市梅县区雁洋镇 | 以茶文化为核心，集茶叶种植、加工、旅游观光、休闲度假于一体，是客家文化与生态农业旅游的典范
丹霞山景区 | 广东省韶关市仁化县 | 世界自然遗产中国丹霞的命名地，世界地质公园，国家级风景名胜区，以独特的丹霞地貌闻名，拥有阳元石、阴元石等自然奇观，被誉为 “中国红石公园”
连州地下河景区 | 广东省清远市连州市东陂镇 | 大型喀斯特地下暗河溶洞，被誉为 “岭南第一洞河仙境”，洞内钟乳石景观奇特，是粤北知名的溶洞旅游胜地
肇庆星湖旅游景区 | 广东省肇庆市端州区 | 国家级风景名胜区，由七星岩和鼎湖山两大景区组成，七星岩被誉为 “岭南第一奇观”，鼎湖山是中国第一个国家级自然保护区，被誉为 “北回归线上的绿宝石”
惠州西湖旅游景区 | 广东省惠州市惠城区环城西路 | 惠州城市名片，以 “五湖六桥十八景” 闻名，被誉为 “苎萝西子”，是岭南知名的湖泊型风景名胜区
孙中山故里旅游区 | 广东省中山市南朗镇翠亨村 | 伟大的革命先行者孙中山先生的诞生地，全国著名红色旅游景区，包含孙中山故居、孙中山纪念馆、中山城等核心景点
开平碉楼文化旅游区 | 广东省江门市开平市 | 世界文化遗产，中国唯一的华侨文化世界遗产，以中西合璧的碉楼建筑群闻名，被誉为 “华侨文化的典范之作”
海陵岛大角湾海上丝路旅游区 | 广东省阳江市江城区海陵岛 | 中国十大最美海岛之一，以滨海风光、沙滩浴场、海上丝绸之路文化为核心，是粤西知名的滨海旅游胜地
广西德天跨国瀑布景区 | 广西壮族自治区崇左市大新县硕龙镇 | 亚洲第一、世界第四大跨国瀑布，横跨中国与越南，瀑布宽 100 米，落差 70 米，景观磅礴震撼，是《花千骨》等影视剧的取景地
桂林漓江风景区 | 广西壮族自治区桂林市灵川县 | 世界自然遗产中国南方喀斯特的组成部分，国家级风景名胜区，以喀斯特山水风光闻名，20 元人民币背景图案取景地，被誉为 “舟行碧波上，人在画中游”
桂林乐满地度假世界 | 广西壮族自治区桂林市兴安县 | 集主题乐园、高尔夫、度假酒店于一体的大型休闲度假区，是广西知名的主题旅游目的地
三亚南山文化旅游区 | 海南省三亚市崖州区 | 以 108 米海上观音像为核心，是中国南方知名的佛教文化旅游胜地，集热带滨海风光、佛教文化、生态旅游于一体
广西壮族自治区（10 家）
桂林漓江风景区 | 广西壮族自治区桂林市灵川县 | 世界自然遗产中国南方喀斯特的组成部分，国家级风景名胜区，桂林山水的核心精华，以喀斯特峰林、江水风光闻名，是中国山水的代表
桂林两江四湖・象山景区 | 广西壮族自治区桂林市象山区 | 桂林城市核心景区，两江四湖由漓江、桃花江、榕湖、杉湖、桂湖、木龙湖组成；象山是桂林的城市地标，因酷似饮水的大象闻名，是桂林山水的象征
独秀峰・王城景区 | 广西壮族自治区桂林市秀峰区 | 明代靖江王府所在地，“桂林山水甲天下” 的名句就出自于此，集明代藩王文化、山水景观于一体，是桂林历史文化的核心
乐满地度假世界 | 广西壮族自治区桂林市兴安县 | 广西知名的大型主题乐园，集主题游乐、高尔夫、度假酒店、休闲度假于一体，是华南知名的旅游度假区
南宁青秀山旅游区 | 广西壮族自治区南宁市青秀区凤岭南路 6 号 | 南宁城市名片，“绿城翡翠，壮乡凤凰”，拥有丰富的亚热带植物景观，是南宁的城市绿肺，集生态观光、休闲度假、宗教文化于一体
德天跨国瀑布景区 | 广西壮族自治区崇左市大新县硕龙镇 | 亚洲第一、世界第四大跨国瀑布，横跨中越两国，年均水流量是黄果树瀑布的 3 倍，瀑布景观磅礴震撼，是《花千骨》的核心取景地
百色起义纪念园景区 | 广西壮族自治区百色市右江区 | 全国著名红色旅游景区，百色起义的历史见证，是右江革命根据地的核心，集红色教育、历史文化、生态观光于一体
北海涠洲岛南湾鳄鱼山景区 | 广西壮族自治区北海市海城区涠洲镇 | 中国最年轻的火山岛，中国十大最美海岛之一，拥有完整的火山喷发遗迹，以火山地貌、滨海风光闻名，是广西知名的海岛旅游胜地
贺州黄姚古镇景区 | 广西壮族自治区贺州市昭平县黄姚镇 | 千年岭南古镇，保存了完整的明清古建筑群，以喀斯特山水、古镇风貌、岭南民俗闻名，被誉为 “梦境家园”
崇左花山岩画景区 | 广西壮族自治区崇左市宁明县 | 世界文化遗产，中国唯一的岩画类世界遗产，拥有 2000 余年历史的壮族先民骆越人岩画，分布在左江及其支流的悬崖峭壁上，是壮族文化的瑰宝
海南省（7 家）
三亚南山文化旅游区 | 海南省三亚市崖州区 | 以 108 米海上观音像为核心，是中国南方最大的佛教文化旅游区，集热带滨海风光、佛教文化、生态休闲于一体，是三亚的城市名片
三亚蜈支洲岛旅游区 | 海南省三亚市海棠区蜈支洲岛 | 中国最美的海岛之一，被誉为 “中国马尔代夫”，拥有中国最清澈的海水和最丰富的潜水资源，是海南知名的海岛度假胜地
海南呀诺达雨林文化旅游区 | 海南省保亭黎族苗族自治县三道镇 | 中国唯一地处北纬 18 度的热带雨林，国家级自然保护区，集热带雨林观光、民俗体验、休闲度假于一体，被誉为 “海南热带雨林精品的浓缩”
海南分界洲岛旅游区 | 海南省陵水黎族自治县光坡镇 | 中国首个海岛型 5A 级旅游景区，是海南岛南北气候的分界线，以海岛风光、海洋娱乐、潜水体验闻名，被誉为 “心灵的分界岛”
海南槟榔谷黎苗文化旅游区 | 海南省保亭黎族苗族自治县三道镇 | 海南非遗文化核心景区，集中展现了黎族、苗族的民俗文化、传统技艺，是海南黎苗文化的活化石
海口火山群世界地质公园 | 海南省海口市秀英区石山镇 | 世界地质公园，拥有中国唯一的城市火山群，是世界上保存最完整的新生代火山群之一，被誉为 “火山奇观、海口绿肺”
海南博鳌亚洲论坛永久会址景区 | 海南省琼海市博鳌镇 | 博鳌亚洲论坛的永久举办地，是亚洲最具影响力的经济论坛永久会址，集会议会展、滨海风光、休闲度假于一体，是海南的国际名片
重庆市（12 家）
大足石刻景区 | 重庆市大足区 | 世界文化遗产，中国四大石窟之一，唐宋时期石刻艺术的巅峰之作，现存 5 万余尊造像，以世俗化的佛教题材闻名，被誉为 “人间石窟艺术的殿堂”
巫山小三峡 - 小小三峡景区 | 重庆市巫山县 | 国家级风景名胜区，长江三峡的核心支流景区，以峡谷风光、奇峰怪石、滩多水急闻名，被誉为 “中华奇观、天下绝景”
武隆喀斯特旅游区 | 重庆市武隆区 | 世界自然遗产中国南方喀斯特的组成部分，世界地质公园，包含天生三桥、仙女山、芙蓉洞三大核心景区，是《满城尽带黄金甲》《变形金刚 4》的取景地
酉阳桃花源景区 | 重庆市酉阳土家族苗族自治县 | 东晋陶渊明《桃花源记》的原型地，集岩溶洞穴、地下暗河、世外桃源田园风光于一体，被誉为 “世界上有两个桃花源，一个在您心中，一个在重庆酉阳”
万盛黑山谷景区 | 重庆市万盛经开区黑山镇 | 国家级自然保护区，被誉为 “渝黔生物基因库”，以峡谷、森林、瀑布、溶洞为核心，是重庆知名的避暑胜地
南川金佛山景区 | 重庆市南川区 | 世界自然遗产中国南方喀斯特的组成部分，世界地质公园，以高山草甸、冰雪风光、溶洞、佛教文化闻名，被誉为 “东方的阿尔卑斯山”
江津四面山景区 | 重庆市江津区四面山镇 | 国家级风景名胜区，以丹霞地貌、瀑布群、原始森林为核心，拥有中国落差最大的瀑布之一望乡台瀑布，被誉为 “千瀑之乡”
云阳龙缸景区 | 重庆市云阳县清水土家族乡 | 世界地质公园，以天坑、峡谷、溶洞、悬空玻璃栈道闻名，被誉为 “长江三峡最后的香格里拉”，拥有世界最长的悬挑玻璃廊桥
彭水阿依河景区 | 重庆市彭水苗族土家族自治县 | 以峡谷漂流、苗族民俗文化为核心，被誉为 “巴渝新十二景” 之首，是渝东南知名的生态旅游胜地
黔江濯水景区 | 重庆市黔江区濯水镇 | 以蒲花暗河、濯水古镇、风雨廊桥为核心，拥有亚洲最长的风雨廊桥，集古镇文化、喀斯特峡谷、暗河奇观于一体
奉节白帝城・瞿塘峡景区 | 重庆市奉节县 | 长江三峡西起点，瞿塘峡是三峡中最险峻的峡谷，10 元人民币背景图案取景地；白帝城因李白《早发白帝城》闻名，是三国刘备托孤之地
重庆洪崖洞民俗风貌区 | 重庆市渝中区嘉陵江滨江路 | 重庆城市地标，以独特的吊脚楼建筑、山城夜景闻名，被誉为 “现实版千与千寻”，是重庆最具代表性的网红旅游景区
四川省（18 家，全国并列第三）
青城山 - 都江堰旅游景区 | 四川省成都市都江堰市 | 世界文化遗产，都江堰是世界上现存最古老、仍在使用的水利工程，被誉为 “世界水利文化的鼻祖”；青城山是中国道教四大名山之一，道教发源地，被誉为 “青城天下幽”
九寨沟景区 | 四川省阿坝藏族羌族自治州九寨沟县漳扎镇 | 世界自然遗产，世界生物圈保护区，以彩池、瀑布、雪峰、森林、蓝冰 “五绝” 闻名，被誉为 “童话世界、水景之王”，是中国山水的代表
黄龙景区 | 四川省阿坝藏族羌族自治州松潘县瑟尔磋寨 | 世界自然遗产，世界生物圈保护区，以世界规模最大的钙华彩池群为核心，被誉为 “人间瑶池”，钙华景观世界罕见
峨眉山风景名胜区 | 四川省乐山市峨眉山市黄湾镇 | 世界文化与自然双重遗产，中国佛教四大名山之一，普贤菩萨的道场，以 “峨眉天下秀” 闻名，金顶佛光、云海、日出、圣灯为四大奇观
乐山大佛景区 | 四川省乐山市市中区篦子街 | 世界文化与自然双重遗产，世界上最大的石刻弥勒佛坐像，通高 71 米，依山凿刻而成，与峨眉山共同构成了世界双重遗产
阆中古城景区 | 四川省南充市阆中市 | 中国四大古城之一，保存了完整的明清古城风貌，是中国古代风水古城的典范，三国文化核心地，被誉为 “阆苑仙境”
北川羌城旅游区 | 四川省绵阳市北川羌族自治县永昌镇 | 全国著名红色旅游景区，5・12 汶川特大地震的核心纪念地，包含北川老县城地震遗址、5・12 汶川特大地震纪念馆、羌城民俗文化区
汶川特别旅游区 | 四川省阿坝藏族羌族自治州汶川县 | 5・12 汶川特大地震灾后重建的典范，包含映秀震中遗址、水磨古镇、三江生态旅游区，集红色教育、民俗文化、生态观光于一体
剑门蜀道剑门关旅游区 | 四川省广元市剑阁县剑门关镇 | 世界文化遗产，国家级风景名胜区，“蜀道难，难于上青天” 的核心地，剑门关被誉为 “天下第一关隘”，是三国文化的重要见证地
邓小平故里旅游区 | 四川省广安市广安区协兴镇 | 一代伟人邓小平的故乡，全国著名红色旅游景区，包含邓小平故居、邓小平纪念馆、邓小平铜像广场等核心景点
朱德故里景区 | 四川省南充市仪陇县马鞍镇 | 十大元帅朱德的故乡，全国著名红色旅游景区，包含朱德故居、朱德纪念馆、丁氏庄园等核心景点
海螺沟景区 | 四川省甘孜藏族自治州泸定县磨西镇 | 国家级风景名胜区，拥有亚洲最低海拔的现代冰川，以低海拔冰川、温泉、雪山、原始森林闻名，被誉为 “蜀山之王贡嘎山的门户”
碧峰峡旅游景区 | 四川省雅安市雨城区碧峰峡镇 | 以峡谷风光、大熊猫繁育基地为核心，是中国知名的大熊猫观赏地，集生态观光、野生动物观赏、休闲度假于一体
光雾山旅游景区 | 四川省巴中市南江县光雾山镇 | 世界地质公园，国家级风景名胜区，以红叶景观、喀斯特峡谷、原始森林闻名，被誉为 “中国红叶第一山”，秋季红叶景观震撼
稻城亚丁景区 | 四川省甘孜藏族自治州稻城县香格里拉镇 | 世界生物圈保护区，被誉为 “蓝色星球上最后一片净土”，以雪山、冰川、草甸、海子为核心，是川西旅游的终极目的地
安仁古镇景区 | 四川省成都市大邑县安仁镇 | 中国博物馆小镇，拥有保存完整的民国公馆建筑群，建川博物馆聚落、刘氏庄园博物馆坐落于此，是川西民国文化的核心代表
四姑娘山景区 | 四川省阿坝藏族羌族自治州小金县四姑娘山镇 | 世界自然遗产四川大熊猫栖息地的核心组成部分，被誉为 “东方阿尔卑斯山”，四座雪山连绵起伏，是中国知名的户外徒步胜地
成都天台山景区 | 四川省成都市邛崃市天台山镇 | 国家级风景名胜区，以高山流水、丹霞地貌、萤火虫奇观闻名，是川西知名的避暑胜地和萤火虫观赏地
广汉三星堆博物馆景区 | 四川省德阳市广汉市三星堆镇 | 世界知名的古蜀文化遗址博物馆，出土了青铜神树、青铜大立人、黄金面具等国宝级文物，被誉为 “长江文明之源”
贵州省（10 家）
黄果树瀑布景区 | 贵州省安顺市镇宁布依族苗族自治县 | 中国第一大瀑布，世界著名大瀑布之一，高 77.8 米，宽 101 米，由 18 个大小瀑布组成瀑布群，被誉为 “中华第一瀑”，是贵州的旅游名片
龙宫景区 | 贵州省安顺市西秀区龙宫镇 | 世界上水旱溶洞最多、最为集中的地方，拥有中国最长、最美丽的水溶洞，被誉为 “天下喀斯特，尽在龙宫”，是喀斯特地貌的典范
百里杜鹃景区 | 贵州省毕节市大方县 / 黔西市 | 世界上面积最大、品种最多的天然杜鹃林带，拥有 41 个品种的杜鹃花，被誉为 “地球彩带、杜鹃王国”，春季花海景观震撼
荔波樟江风景名胜区 | 贵州省黔南布依族苗族自治州荔波县 | 世界自然遗产中国南方喀斯特的组成部分，国家级风景名胜区，由小七孔、大七孔、水春河等景区组成，被誉为 “地球腰带上的绿宝石”
青岩古镇景区 | 贵州省贵阳市花溪区青岩镇 | 贵州四大古镇之一，明清军事古镇，保存了完整的明清古建筑群，以石巷、古牌坊、寺庙闻名，是贵州历史文化名镇
梵净山旅游区 | 贵州省铜仁市江口县 / 印江县 / 松桃县 | 世界自然遗产，中国佛教五大名山之一，弥勒菩萨的道场，以蘑菇石、红云金顶、原始森林闻名，被誉为 “武陵正源、名山之宗”
镇远古城旅游景区 | 贵州省黔东南苗族侗族自治州镇远县 | 千年古镇，㵲阳河穿城而过，形成了 “九山抱一水，一水分两城” 的太极古镇格局，保存了完整的明清古建筑群，是黔东文化的核心
肇兴侗文化旅游景区 | 贵州省黔东南苗族侗族自治州黎平县肇兴镇 | 中国最大的侗族村寨，被誉为 “侗乡第一寨”，拥有五座鼓楼、五座花桥、五座戏台，是侗族文化的核心代表
织金洞景区 | 贵州省毕节市织金县官寨苗族乡 | 世界地质公园，被誉为 “中国溶洞之王”，是中国规模最大、造型最奇特的喀斯特溶洞，洞内钟乳石景观世界罕见
万峰林景区 | 贵州省黔西南布依族苗族自治州兴义市 | 世界自然遗产中国南方喀斯特的组成部分，国家级风景名胜区，拥有中国最大、最典型的喀斯特峰林，被誉为 “天下奇观、中国最美峰林”，是徐霞客笔下的 “西南奇胜”
云南省（10 家）
石林风景区 | 云南省昆明市石林彝族自治县石林街道 | 世界自然遗产中国南方喀斯特的组成部分，世界地质公园，被誉为 “天下第一奇观、喀斯特地貌博物馆”，是世界上最典型的喀斯特石林地貌
丽江古城景区 | 云南省丽江市古城区 | 世界文化遗产，中国四大古城之一，以无城墙的古城格局、小桥流水的纳西族民居、四方街、大水车闻名，被誉为 “高原姑苏、柔软时光的代名词”
